'ACHInterMediate', 'UniqueID', None, 'NO', 'decimal', None, 19
'ccard_secondary', 'AdditionalResponseData', None, 'YES', 'varchar', 999, None
'ccard_secondary', 'FeesAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'SettlementCurrencyCode', None, 'YES', 'char', 3, None
'ccard_secondary', 'ICCSysRelatedData', None, 'YES', 'varchar', 255, None
'ccard_secondary', 'OriginalMessageType', None, 'YES', 'char', 4, None
'ccard_secondary', 'OriginalSystemTraceAuditNum', None, 'YES', 'char', 6, None
'ccard_secondary', 'OriginalTransmissionDateTime', None, 'YES', 'datetime', None, None
'ccard_secondary', 'OriginalAcquiringID', None, 'YES', 'varchar', 11, None
'ccard_secondary', 'OriginalForwardingID', None, 'YES', 'varchar', 11, None
'ccard_secondary', 'POSCardDataInputMode', None, 'YES', 'char', 1, None
'ccard_secondary', 'POSCardmemberAuth', None, 'YES', 'char', 1, None
'ccard_secondary', 'POSCardmemberAuthEntity', None, 'YES', 'char', 1, None
'ccard_secondary', 'POSCardDataOutputCapability', None, 'YES', 'char', 1, None
'ccard_secondary', 'POSTerminalOutputCapability', None, 'YES', 'char', 1, None
'ccard_secondary', 'TerminalType', None, 'YES', 'char', 3, None
'ccard_secondary', 'SharingGroupCode', None, 'YES', 'varchar', 30, None
'ccard_secondary', 'DecimalPositionsIndicator', None, 'YES', 'char', 3, None
'ccard_secondary', 'AdditionalDataIndicator', None, 'YES', 'char', 3, None
'ccard_secondary', 'ValidationCode', None, 'YES', 'char', 4, None
'ccard_secondary', 'Duration', None, 'YES', 'char', 2, None
'ccard_secondary', 'PostalCode', None, 'YES', 'char', 9, None
'ccard_secondary', 'MAC', None, 'YES', 'char', 8, None
'ccard_secondary', 'SettlementCode', None, 'YES', 'char', 1, None
'ccard_secondary', 'ReceivingInstCountryCode', None, 'YES', 'char', 3, None
'ccard_secondary', 'NetwrkMgmtInfoCode', None, 'YES', 'char', 3, None
'ccard_secondary', 'MessageNumber', None, 'YES', 'char', 8, None
'ccard_secondary', 'CreditsAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CreditsReversalAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'DebitsAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'DebitsReversalAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'FileUpdateCode', None, 'YES', 'char', 1, None
'ccard_secondary', 'ServiceIdentifier', None, 'YES', 'char', 2, None
'ccard_secondary', 'ReplacementAmtsTransac', None, 'YES', 'money', None, 19
'ccard_secondary', 'ReplacementAmtsSettlement', None, 'YES', 'money', None, 19
'ccard_secondary', 'ReplaceAmtsCardHldBilling', None, 'YES', 'money', None, 19
'ccard_secondary', 'MessageSecurityCode', None, 'YES', 'char', 8, None
'ccard_secondary', 'ReceivingInstIDCode', None, 'YES', 'varchar', 11, None
'ccard_secondary', 'FileName', None, 'YES', 'varchar', 32, None
'ccard_secondary', 'AccountId2', None, 'YES', 'varchar', 28, None
'ccard_secondary', 'SettlementServiceData', None, 'YES', 'varchar', 255, None
'ccard_secondary', 'RecordData', None, 'YES', 'varchar', 999, None
'ccard_secondary', 'FreeFormTextJapan', None, 'YES', 'varchar', 135, None
'ccard_secondary', 'CustomerName', None, 'YES', 'char', 25, None
'ccard_secondary', 'CardhldCertificateSerialNum', None, 'YES', 'varchar', 32, None
'ccard_secondary', 'MerchantCertificateSerialNum', None, 'YES', 'varchar', 32, None
'ccard_secondary', 'TransactionID', None, 'YES', 'char', 20, None
'ccard_secondary', 'TransStain', None, 'YES', 'char', 20, None
'ccard_secondary', 'TerminalVerificationResults', None, 'YES', 'varchar', 40, None
'ccard_secondary', 'UnpredictableNumber', None, 'YES', 'char', 8, None
'ccard_secondary', 'CardVerificationResults', None, 'YES', 'varchar', 6, None
'ccard_secondary', 'Cryptogram', None, 'YES', 'varchar', 16, None
'ccard_secondary', 'AppTransactionCounter', None, 'YES', 'char', 4, None
'ccard_secondary', 'BankNetReferenceNumber', None, 'YES', 'char', 9, None
'ccard_secondary', 'TheFinancialNetworkCode', None, 'YES', 'char', 3, None
'ccard_secondary', 'TransactionCode', None, 'YES', 'varchar', 20, None
'ccard_secondary', 'MerchantName', None, 'YES', 'varchar', 25, None
'ccard_secondary', 'AcquirerRefNumDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'FilmLocator', None, 'YES', 'char', 11, None
'ccard_secondary', 'UsageCode', None, 'YES', 'char', 1, None
'ccard_secondary', 'SettlementFlag', None, 'YES', 'char', 1, None
'ccard_secondary', 'NetSalesAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'SalesDraftReferenceNumber', None, 'YES', 'char', 17, None
'ccard_secondary', 'AuthorizationResponseCode', None, 'YES', 'char', 6, None
'ccard_secondary', 'CRSReturnFlag', None, 'YES', 'char', 1, None
'ccard_secondary', 'PassengerName', None, 'YES', 'char', 29, None
'ccard_secondary', 'DepartureDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'TravelAgencyName', None, 'YES', 'char', 25, None
'ccard_secondary', 'CarrierCode_Leg1', None, 'YES', 'char', 2, None
'ccard_secondary', 'DestCityorAirportCode_Leg1', None, 'YES', 'char', 5, None
'ccard_secondary', 'DestCityorAirportCode_Leg2', None, 'YES', 'char', 5, None
'ccard_secondary', 'TotalFareAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'ValetParkingCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'TelephoneCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'GiftShopPurchase', None, 'YES', 'money', None, 19
'ccard_secondary', 'MovieCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'BusinessCenterCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'HealthClubCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'OtherCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'TotalNonRoomCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'WeeklyRentalRate', None, 'YES', 'money', None, 19
'ccard_secondary', 'FuelCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'OnewayDropoffCharges', None, 'YES', 'money', None, 19
'ccard_secondary', 'CorporateID', None, 'YES', 'char', 12, None
'ccard_secondary', 'Quantity', None, 'YES', 'char', 12, None
'ccard_secondary', 'UnitofCost', None, 'YES', 'money', None, 19
'ccard_secondary', 'OdometerReading', None, 'YES', 'char', 7, None
'ccard_secondary', 'ProductCode1', None, 'YES', 'char', 3, None
'ccard_secondary', 'StateSalesTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'StateSalesTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CountySalesTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'CountySalesTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CitySalesTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'CitySalesTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'LocalSalesTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'MiscSalesTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'MiscSalesTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'FedExciseTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'FedExciseTaxFuelAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'StateFuelTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'StateFuelTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CountyFuelTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'CountyFuelTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CityFuelTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'CityFuelTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'Misc1ExciseTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'Misc2ExciseTaxExemptStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'Misc2ExciseTaxAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'FreightShippingAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'DutyAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'DestinationPostalZipCode', None, 'YES', 'char', 10, None
'ccard_secondary', 'VATTAXAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CardProgram', None, 'YES', 'char', 3, None
'ccard_secondary', 'EntryReason', None, 'YES', 'char', 1, None
'ccard_secondary', 'PINLength', None, 'YES', 'char', 2, None
'ccard_secondary', 'PurgeDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'MemberMessageText', None, 'YES', 'varchar', 50, None
'ccard_secondary', 'postind', None, 'YES', 'char', 5, None
'ccard_secondary', 'description', None, 'YES', 'char', 40, None
'ccard_secondary', 'AcquirerWsBin', None, 'YES', 'char', 6, None
'ccard_secondary', 'AcquirerRefNumber', None, 'YES', 'char', 23, None
'ccard_secondary', 'cardholdername', None, 'YES', 'varchar', 40, None
'ccard_secondary', 'addrlineone', None, 'YES', 'varchar', 40, None
'ccard_secondary', 'addrlinetwo', None, 'YES', 'varchar', 40, None
'ccard_secondary', 'PreparedBy', None, 'YES', 'varchar', 40, None
'ccard_secondary', 'POSInputCap', None, 'YES', 'char', 1, None
'ccard_secondary', 'POSCardHolderAuthCap', None, 'YES', 'char', 1, None
'ccard_secondary', 'POSTermOpEnv', None, 'YES', 'char', 1, None
'ccard_secondary', 'AmountOrgTran', None, 'YES', 'money', None, 19
'ccard_secondary', 'LifeCycleSupportIndicator', None, 'YES', 'char', 1, None
'ccard_secondary', 'LifeCycleTxnSequenceNum', None, 'YES', 'char', 2, None
'ccard_secondary', 'LifeCycleTxnTotal', None, 'YES', 'char', 2, None
'ccard_secondary', 'MemberToMemberPropData', None, 'YES', 'varchar', -1, None
'ccard_secondary', 'ICCREffectiveDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'FeeTypeCode', None, 'YES', 'char', 2, None
'ccard_secondary', 'FeeProcessingCode', None, 'YES', 'char', 2, None
'ccard_secondary', 'CurrencyCodeOriginalTxnAmount', None, 'YES', 'char', 3, None
'ccard_secondary', 'Amount', None, 'YES', 'money', None, 19
'ccard_secondary', 'TCC', None, 'YES', 'char', 1, None
'ccard_secondary', 'EncrPINBlockKey', None, 'YES', 'char', 16, None
'ccard_secondary', 'KeyClassIDTK', None, 'YES', 'char', 2, None
'ccard_secondary', 'KeyIndexNumber', None, 'YES', 'char', 2, None
'ccard_secondary', 'KeyCycleNumber', None, 'YES', 'char', 2, None
'ccard_secondary', 'ECMCardholderCNos', None, 'YES', 'varchar', 40, None
'ccard_secondary', 'ECCQInfo', None, 'YES', 'varchar', 96, None
'ccard_secondary', 'ECSLIndicator', None, 'YES', 'char', 6, None
'ccard_secondary', 'AVReqOptCode', None, 'YES', 'char', 2, None
'ccard_secondary', 'AVResponse', None, 'YES', 'char', 1, None
'ccard_secondary', 'CVC1CVC2', None, 'YES', 'char', 1, None
'ccard_secondary', 'CVC1StatusChange', None, 'YES', 'char', 1, None
'ccard_secondary', 'CVC1TrackEditErrors', None, 'YES', 'char', 1, None
'ccard_secondary', 'TravelIndPremService', None, 'YES', 'char', 1, None
'ccard_secondary', 'PromotionCode', None, 'YES', 'char', 6, None
'ccard_secondary', 'FleetCardIdDriverNo', None, 'YES', 'char', 6, None
'ccard_secondary', 'FleetCardVehicleNo', None, 'YES', 'char', 6, None
'ccard_secondary', 'Amount16', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount26', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount36', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount46', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount56', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount66', None, 'YES', 'money', None, 19
'ccard_secondary', 'VehicleMileage', None, 'YES', 'int', None, 10
'ccard_secondary', 'ProductGroupId', None, 'YES', 'char', 5, None
'ccard_secondary', 'CompanyAID', None, 'YES', 'int', None, 10
'ccard_secondary', 'POSFiller', None, 'YES', 'char', 10, None
'ccard_secondary', 'TypeIndicator', None, 'YES', 'char', 1, None
'ccard_secondary', 'BatchNumber', None, 'YES', 'char', 8, None
'ccard_secondary', 'ApplicationName', None, 'YES', 'char', 7, None
'ccard_secondary', 'TransactionStatus', None, 'YES', 'char', 1, None
'ccard_secondary', 'POSDiscountAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'AcqTranId', None, 'YES', 'decimal', None, 19
'ccard_secondary', 'FedSalesTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'StateTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CountyTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CityTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'LocalSalesTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'Misc1ExciseTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'Misc2ExciseTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'StateSalesTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CountySalesTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'CitySalesTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'MiscSalesTaxExemptAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'TaxExemptTotalBalance', None, 'YES', 'money', None, 19
'ccard_secondary', 'AuthMatchedFlag', None, 'YES', 'char', 5, None
'ccard_secondary', 'EDTransactionFlag', None, 'YES', 'tinyint', None, 3
'ccard_secondary', 'BillingMethodCT', None, 'YES', 'int', None, 10
'ccard_secondary', 'DirectBilledAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'FleetFundedAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'LoanNumber', None, 'YES', 'int', None, 10
'ccard_secondary', 'InterchangeRateIndicator', None, 'YES', 'varchar', 2, None
'ccard_secondary', 'NetworkReferenceNumber', None, 'YES', 'varchar', 9, None
'ccard_secondary', 'AcquirerID', None, 'YES', 'varchar', 6, None
'ccard_secondary', 'GCMSProcessingDataandCycleNumber', None, 'YES', 'varchar', 5, None
'ccard_secondary', 'AdditionalData2', None, 'YES', 'varchar', 100, None
'ccard_secondary', 'AmountCurrConvAssessment', None, 'YES', 'money', None, 19
'ccard_secondary', 'PAN', None, 'YES', 'varchar', 19, None
'ccard_secondary', 'IssuerICA', None, 'YES', 'varchar', 6, None
'ccard_secondary', 'DateLastUpdate', None, 'YES', 'varchar', 6, None
'ccard_secondary', 'DE_RecordData_TimeLastUpdate', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'VIPLimit', None, 'YES', 'varchar', 12, None
'ccard_secondary', 'VIPCurrencyCode', None, 'YES', 'char', 3, None
'ccard_secondary', 'RecordDataRegionIndicator', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'CaptureCode', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'TotalUsageCount', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'TotalUsageAmount', None, 'YES', 'varchar', 8, None
'ccard_secondary', 'ATMTotalUsageCount', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'ATMTotalUsageAmount', None, 'YES', 'varchar', 8, None
'ccard_secondary', 'ATMTotalSavingsCount', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'ATMTotalSavingAmount', None, 'YES', 'varchar', 8, None
'ccard_secondary', 'ATMTotalDDACount', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'ATMTotalDDAAmount', None, 'YES', 'varchar', 8, None
'ccard_secondary', 'ATMTotalCreditCardCount', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'ATMTotalCreditCardAmount', None, 'YES', 'varchar', 8, None
'ccard_secondary', 'ATMTotalNASCount', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'ATMTotalNASAmount', None, 'YES', 'char', 8, None
'ccard_secondary', 'POSUsageTotalCount', None, 'YES', 'varchar', 4, None
'ccard_secondary', 'POSUsageTotalAmount', None, 'YES', 'varchar', 8, None
'ccard_secondary', 'CardholderPostalCode', None, 'YES', 'varchar', 9, None
'ccard_secondary', 'CardholderAddress', None, 'YES', 'char', 5, None
'ccard_secondary', 'RegionIndicator', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'PurgeDate122', None, 'YES', 'varchar', 6, None
'ccard_secondary', 'MDSPrivateData1', None, 'YES', 'varchar', 10, None
'ccard_secondary', 'CrossBorderTxnIndicator', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'CurrencyIndicator', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'FraudScore', None, 'YES', 'varchar', 3, None
'ccard_secondary', 'FraudRiskIndicator', None, 'YES', 'varchar', 6, None
'ccard_secondary', 'MDSPrivateData2', None, 'YES', 'varchar', 26, None
'ccard_secondary', 'EncryptedDEsKey', None, 'YES', 'varchar', 16, None
'ccard_secondary', 'KeyCheckValue', None, 'YES', 'varchar', 16, None
'ccard_secondary', 'CHCertificateSerialNum', None, 'YES', 'varchar', 16, None
'ccard_secondary', 'Password', None, 'YES', 'varchar', 26, None
'ccard_secondary', 'DateofBirth', None, 'YES', 'varchar', 6, None
'ccard_secondary', 'CardValidationCode2', None, 'YES', 'varchar', 3, None
'ccard_secondary', 'StreetAddress', None, 'YES', 'varchar', 20, None
'ccard_secondary', 'CHCityofResidence', None, 'YES', 'varchar', 13, None
'ccard_secondary', 'CHStateCountryCode', None, 'YES', 'varchar', 3, None
'ccard_secondary', 'CHPostalCode', None, 'YES', 'varchar', 10, None
'ccard_secondary', 'MothersMaidenName', None, 'YES', 'varchar', 22, None
'ccard_secondary', 'SocialSecurityNum', None, 'YES', 'varchar', 9, None
'ccard_secondary', 'NationalId', None, 'YES', 'varchar', 11, None
'ccard_secondary', 'HomePhoneNum', None, 'YES', 'varchar', 20, None
'ccard_secondary', 'WorkPhoneNum', None, 'YES', 'varchar', 20, None
'ccard_secondary', 'PassportNum', None, 'YES', 'varchar', 20, None
'ccard_secondary', 'BirthDate', None, 'YES', 'varchar', 10, None
'ccard_secondary', 'MemberSince', None, 'YES', 'varchar', 2, None
'ccard_secondary', 'PhotoCardIndicator', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'Country', None, 'YES', 'varchar', 20, None
'ccard_secondary', 'MiscAuth1', None, 'YES', 'varchar', 30, None
'ccard_secondary', 'MiscAuth2', None, 'YES', 'varchar', 30, None
'ccard_secondary', 'MiscAuth3', None, 'YES', 'varchar', 30, None
'ccard_secondary', 'UniversalCHAuthField', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'SwitchSerialNum', None, 'YES', 'varchar', 9, None
'ccard_secondary', 'PartialApprTerminalSprtInd', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'PurchaseAmtOnlyTerminalSprtInd', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'ReservedForFutureUse613', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'ReservedForFutureUse614', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'ReservedForFutureUse615', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'ImpliedDecimal', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'OnBehalfServices', None, 'YES', 'varchar', 2, None
'ccard_secondary', 'IssuerChipAuthentication', None, 'YES', 'varchar', 16, None
'ccard_secondary', 'ProcessIndicator', None, 'YES', 'varchar', 2, None
'ccard_secondary', 'ProcessInformation', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'MCElectronicAcceptanceInd', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'TicketNumber', None, 'YES', 'varchar', 15, None
'ccard_secondary', 'PhysicalSource', None, 'YES', 'varchar', 9, None
'ccard_secondary', 'TxnFeeIndicator', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'TxnFeeAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'SettleFeeIndicator', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'SettleFeeAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'AccountType1', None, 'YES', 'char', 2, None
'ccard_secondary', 'Amount1', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount2', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount3', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount4', None, 'YES', 'money', None, 19
'ccard_secondary', 'Amount5', None, 'YES', 'money', None, 19
'ccard_secondary', 'DbtCdtAmtIndSetFee', None, 'YES', 'char', 1, None
'ccard_secondary', 'DbtCdtAmtIndTxnFee', None, 'YES', 'char', 1, None
'ccard_secondary', 'SettlementFeeAmount', None, 'YES', 'money', None, 19
'ccard_secondary', 'RuleFlag', None, 'YES', 'tinyint', None, 3
'ccard_secondary', 'PostDatedTran', None, 'YES', 'char', 2, None
'ccard_secondary', 'SKU_Number', None, 'YES', 'varchar', 11, None
'ccard_secondary', 'FileId', None, 'YES', 'char', 100, None
'ccard_secondary', 'InvoiceNumber', None, 'YES', 'char', 20, None
'ccard_secondary', 'FeeReversalReason', None, 'YES', 'varchar', 5, None
'ccard_secondary', 'MBCMatch', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'ProfileIDatAutoReage', None, 'YES', 'char', 5, None
'ccard_secondary', 'ReageTrigger', None, 'YES', 'varchar', 5, None
'ccard_secondary', 'ConsecutiveQualifiedPayments', None, 'YES', 'int', None, 10
'ccard_secondary', 'ConsecutiveDelinquentCycles', None, 'YES', 'int', None, 10
'ccard_secondary', 'FutureUse1_PDS0044', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'BusinessDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'SecurityProtocol', None, 'YES', 'varchar', 1, None
'ccard_secondary', 'gcmsproductidentifier', None, 'YES', 'varchar', 3, None
'ccard_secondary', 'MerchantCountry', None, 'YES', 'char', 3, None
'ccard_secondary', 'McUCAFColInd', None, 'YES', 'char', 1, None
'ccard_secondary', 'CardIssuerRefData', None, 'YES', 'char', 99, None
'ccard_secondary', 'POSCardPresenceIndicator', None, 'YES', 'char', 1, None
'ccard_secondary', 'ActionDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'ReceivingICANumber', None, 'YES', 'char', 11, None
'ccard_secondary', 'TransacOriginatorInstIDCode', None, 'YES', 'char', 11, None
'ccard_secondary', 'MerchantLocPostalCode', None, 'YES', 'char', 10, None
'ccard_secondary', 'MerchantStreetAddress', None, 'YES', 'char', 48, None
'ccard_secondary', 'JulianProSubDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'MessageReversalIndicator', None, 'YES', 'char', 1, None
'ccard_secondary', 'MidType', None, 'YES', 'tinyint', None, 3
'ccard_secondary', 'RowCreatedDate', None, 'YES', 'datetime', None, None
'ccard_secondary', 'PostTime_Sec', '(getdate())', 'NO', 'datetime', None, None
'CCardTransactionMC', 'TranId', None, 'NO', 'decimal', None, 19
'CCardTransactionMC', 'CardholderBillingFeeAmount', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'ConversionDate', None, 'YES', 'datetime', None, None
'CCardTransactionMC', 'CaptureDate', None, 'YES', 'datetime', None, None
'CCardTransactionMC', 'NetworkInternationalID', None, 'YES', 'char', 3, None
'CCardTransactionMC', 'DbtCdtAmtIndTxnFee', None, 'YES', 'char', 1, None
'CCardTransactionMC', 'DbtCdtAmtIndSetFee', None, 'YES', 'char', 1, None
'CCardTransactionMC', 'DbtCdtAmtIndTxnProcFee', None, 'YES', 'char', 1, None
'CCardTransactionMC', 'DbtCdtAmtIndSetProcFee', None, 'YES', 'char', 1, None
'CCardTransactionMC', 'SettlementProcessingFeeAmt', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'BankName', None, 'YES', 'char', 22, None
'CCardTransactionMC', 'ATMTerminalLoc', None, 'YES', 'char', 13, None
'CCardTransactionMC', 'ATMStateProvCode', None, 'YES', 'char', 3, None
'CCardTransactionMC', 'AbbrTEL', None, 'YES', 'char', 3, None
'CCardTransactionMC', 'AbbrM', None, 'YES', 'char', 1, None
'CCardTransactionMC', 'CallDuration', None, 'YES', 'char', 3, None
'CCardTransactionMC', 'CallOriginCity', None, 'YES', 'char', 12, None
'CCardTransactionMC', 'CallOriginStateCode', None, 'YES', 'char', 3, None
'CCardTransactionMC', 'AdditionalDataNationalUse', None, 'YES', 'text', 2147483647, None
'CCardTransactionMC', 'AddlDataPrivUseFF', None, 'YES', 'text', 2147483647, None
'CCardTransactionMC', 'AdditionalAmounts', None, 'YES', 'char', 120, None
'CCardTransactionMC', 'CreditDebitIndicator', None, 'YES', 'char', 1, None
'CCardTransactionMC', 'AdvReasonCode', None, 'YES', 'char', 4, None
'CCardTransactionMC', 'AdviceDetail', None, 'YES', 'char', 4, None
'CCardTransactionMC', 'AdviceDetailText', None, 'YES', 'varchar', 53, None
'CCardTransactionMC', 'AppCryptogram', None, 'YES', 'char', 8, None
'CCardTransactionMC', 'IssuerAppData', None, 'YES', 'char', 32, None
'CCardTransactionMC', 'TxnDate', None, 'YES', 'datetime', None, None
'CCardTransactionMC', 'TxnType', None, 'YES', 'char', 2, None
'CCardTransactionMC', 'TxnAmt', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'TxnCurrencyCode', None, 'YES', 'varchar', 4, None
'CCardTransactionMC', 'AmountOther', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'InterfaceDeviceSlNo', None, 'YES', 'char', 8, None
'CCardTransactionMC', 'TermAppVersionNo', None, 'YES', 'char', 16, None
'CCardTransactionMC', 'TxnSeqCounter', None, 'YES', 'char', 4, None
'CCardTransactionMC', 'IssuerAuthenticData', None, 'YES', 'varchar', 32, None
'CCardTransactionMC', 'IssuerScriptTem1', None, 'YES', 'varchar', 255, None
'CCardTransactionMC', 'IssuerScriptTem2', None, 'YES', 'varchar', 255, None
'CCardTransactionMC', 'IntermNetwrkFacilityData', None, 'YES', 'text', 2147483647, None
'CCardTransactionMC', 'ExtendedPaymentCode', None, 'YES', 'char', 2, None
'CCardTransactionMC', 'MessageNumberLast', None, 'YES', 'char', 4, None
'CCardTransactionMC', 'TransfersNumber', None, 'YES', 'char', 10, None
'CCardTransactionMC', 'TransfersReversalNumber', None, 'YES', 'char', 10, None
'CCardTransactionMC', 'InquiriesNumber', None, 'YES', 'char', 10, None
'CCardTransactionMC', 'AuthorisationsNumber', None, 'YES', 'char', 10, None
'CCardTransactionMC', 'CreditsProcessingFeeAmt', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'CreditsTransactionFeeAmt', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'DebitsProcessingFeeAmt', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'DebitsTransactionFeeAmt', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'OriginalDEs', None, 'YES', 'varchar', 42, None
'CCardTransactionMC', 'ServiceIndicator', None, 'YES', 'char', 7, None
'CCardTransactionMC', 'AdditionalRecordData', None, 'YES', 'text', 2147483647, None
'CCardTransactionMC', 'ApprovalCodeLength', None, 'YES', 'char', 1, None
'CCardTransactionMC', 'AuthAgentInstitutionIdCode', None, 'YES', 'char', 11, None
'CCardTransactionMC', 'SettlementFeeAmount', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'TransactionProcessingFeeAmt', None, 'YES', 'money', None, 19
'CCardTransactionMC', 'telephone', None, 'YES', 'varchar', 19, None
'CCardTransactionMC', 'PrivateUse126', None, 'YES', 'varchar', 100, None
'CCardTransactionMC', 'PrivateUse127', None, 'YES', 'varchar', 100, None
